original_title,production_companies,genres,runtime,vote_average,vote_count
Calendar,Ego Film Arts,Comedy,74.0,6.9,5.0
Cyborg 2,Trimark Pictures,Action,99.0,3.9,34.0
Deadly Advice,[],[],91.0,0.0,0.0
Fong Sai Yuk juk jaap,[],Adventure,95.0,6.4,25.0
Fortress,Village Roadshow Pictures,Action,95.0,5.7,171.0
Josh and S.A.M.,Columbia Pictures,Adventure,96.0,5.0,4.0
Latcho Drom,[],Music,103.0,6.3,10.0
Leningrad Cowboys Meet Moses,[],Adventure,94.0,6.1,7.0
Mr. Nanny,New Line Cinema,Family,84.0,4.8,44.0
The Night We Never Met,Miramax Films,Romance,99.0,5.6,7.0
Philadelphia Experiment II,Trimark Pictures,Science Fiction,97.0,5.0,15.0
The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom,HBO Films,Comedy,99.0,6.7,6.0
The Snapper,Miramax Films,Comedy,91.0,6.3,21.0
Splitting Heirs,Universal Pictures,Comedy,87.0,4.6,22.0
太极张三丰,Golden Harvest Company,Action,96.0,7.0,61.0
Three of Hearts,New Line Cinema,Comedy,110.0,3.9,8.0
The Stand,Laurel Entertainment,Adventure,366.0,6.7,155.0
Dark Angel: The Ascent,Full Moon Entertainment,Horror,81.0,4.7,6.0
Darkman II: The Return of Durant,Renaissance Pictures,Action,93.0,4.5,44.0
Embrace of the Vampire,New Line Cinema,Horror,92.0,5.0,34.0
Floundering,Front Films,Comedy,96.0,5.6,4.0
Freaked,Tommy,Comedy,86.0,6.0,28.0
Golden Gate,American Playhouse Theatrical Films,Crime,91.0,2.5,2.0
Jing wu ying xiong,Eastern Productions,Action,103.0,7.4,118.0
Paperback Romance,Pandora Cinema,Romance,94.0,6.5,1.0
Major League II,Warner Bros.,Comedy,105.0,5.2,83.0
My Father the Hero,DD Productions,Comedy,90.0,5.1,38.0
Pumpkinhead II: Blood Wings,Live Entertainment,Horror,88.0,4.6,34.0
Staggered,Big Deal Pictures,Comedy,95.0,5.5,5.0
The Langoliers,Laurel Entertainment,Drama,180.0,6.0,158.0
Blood & Donuts,[],Horror,90.0,5.0,14.0
Kivenpyörittäjän kylä,[],[],90.0,6.7,3.0
Last of the Dogmen,Savoy Pictures,Adventure,118.0,7.2,34.0
The Passion of Darkly Noon,Fugitive Features,Mystery,99.0,6.1,16.0
Trinity And Beyond: The Atomic Bomb Movie,[],Documentary,92.0,6.9,14.0
Tromeo & Juliet,Troma Entertainment,Comedy,107.0,6.0,39.0
Cannibal! The Musical,Avenging Conscience,Comedy,97.0,6.8,43.0
Fetishes,[],Documentary,84.0,5.1,10.0
Jack Frost,Moonstone Entertainment,Fantasy,89.0,5.3,48.0
The Late Shift,Home Box Office (HBO),Comedy,95.0,5.8,17.0
Mon homme,Les Films Alain Sarde,Comedy,99.0,6.6,4.0
No Way Back,Overseas FilmGroup,Action,91.0,5.0,12.0
No Way Home,Orenda Films,Drama,102.0,7.6,5.0
Robinson Crusoe,Miramax,Action,92.0,5.7,52.0
Sgt. Kabukiman N.Y.P.D.,Troma Entertainment,Action,105.0,6.1,16.0
Tierra,[],Drama,125.0,7.4,10.0
Emma,Meridian Broadcasting Ltd,TV Movie,107.0,6.7,34.0
American Perfekt,[],Action,100.0,5.0,1.0
Bikini Summer III: South Beach Heat,[],Comedy,87.0,1.5,2.0
The Boxer,Universal Pictures,Drama,114.0,6.7,44.0
The Brave,[],Drama,123.0,5.7,49.0
Cremaster 5,[],Drama,55.0,6.2,9.0
Executive Target,[],Action,100.0,6.0,3.0
Face,BBC Films,Crime,105.0,6.0,13.0
Snow White: A Tale of Terror,Interscope Communications,Fantasy,100.0,6.0,62.0
Gummo,Fine Line Features,Drama,89.0,6.5,133.0
Chicago Cab,GFT Entertainment,Comedy,96.0,5.7,3.0
Kiss or Kill,Australian Film Finance Corporation (AFFC),Crime,96.0,4.2,3.0
Mean Guns,Filmwerks,Action,110.0,5.8,27.0
Men with Guns,[],Action,127.0,6.3,3.0
Photographing Fairies,Arts Council of England,Mystery,106.0,5.2,6.0
Safe House,Benjamin Productions,Thriller,112.0,5.9,7.0
"Sick: The Life and Death of Bob Flanagan, Supermasochist",Sick-the Life and Death of Bob Flanagan-Supermasochist,Documentary,90.0,5.9,9.0
The Lion King 2: Simba's Pride,Walt Disney Pictures,Animation,81.0,6.7,1034.0
Wishful Thinking,Miramax Films,Comedy,91.0,5.5,4.0
From the Earth to the Moon,Imagine Entertainment,Documentary,720.0,8.4,26.0
Beowulf,CTV International,Action,95.0,4.4,52.0
From Dusk Till Dawn 3: The Hangman's Daughter,A Band Apart,Western,94.0,4.6,79.0
The Interview,Pointblank Pictures,Drama,104.0,6.8,32.0
RKO 281,BBC Films,History,83.0,6.3,14.0
From Dusk Till Dawn 2: Texas Blood Money,A Band Apart,Crime,88.0,4.4,114.0
Bruno,J&M Entertainment,Comedy,108.0,7.4,8.0
Dead Man's Curve,Trimark Pictures,Drama,91.0,5.1,20.0
Gia,HBO Pictures,Drama,120.0,6.7,156.0
Thursday,Propaganda Films,Drama,84.0,7.0,84.0
Wavelength,[],Documentary,43.0,6.1,15.0
Merlin,Hallmark Entertainment,Adventure,182.0,6.0,47.0
Rogue Trader,Granada Film Productions,Drama,101.0,6.0,38.0
Breast Men,Home Box Office (HBO),TV Movie,95.0,5.0,21.0
A Murder of Crows,Trilogy Entertainment Group,Action,102.0,6.0,40.0
Batman & Mr. Freeze: SubZero,DC Comics,Animation,70.0,6.9,79.0
The Pentagon Wars,Home Box Office (HBO),Comedy,104.0,6.8,12.0
A Place Called Chiapas,[],Documentary,89.0,6.9,5.0
Two Hands,CML Films,Comedy,103.0,6.4,48.0
Brave New World,[],Science Fiction,87.0,6.5,13.0
Addams Family Reunion,Saban Entertainment,Comedy,91.0,3.9,46.0
Thick as Thieves,[],Drama,0.0,5.3,12.0
Claire Dolan,MK2 Productions,Drama,95.0,6.0,3.0
The Smashing Pumpkins: Vieuphoria,[],Documentary,90.0,0.0,0.0
Purgatory,Rosemont Productions,Fantasy,94.0,4.4,8.0
Takedown,Hacker Productions,Action,92.0,6.3,56.0
Molokai: The Story of Father Damien,[],Drama,0.0,3.8,3.0
Candyman: Day of the Dead,Aurora Productions,Fantasy,93.0,3.6,37.0
The 4th Floor,[],Horror,90.0,5.7,24.0
The Batman Superman Movie: World's Finest,DC Comics,Action,64.0,7.1,53.0
He Died with a Felafel in His Hand,[],Comedy,107.0,6.9,17.0
Document of the Dead,[],Documentary,91.0,7.8,6.0
Cherry Falls,Rogue Pictures,Mystery,92.0,4.7,64.0
Freeway II: Confessions of a Trickbaby,The Kushner-Locke Company,Comedy,97.0,6.0,13.0
Joseph and the Amazing Technicolor Dreamcoat,[],Music,76.0,6.1,13.0
Style Wars,Public Art Films,Music,70.0,8.1,14.0
Joan of Arc,[],Drama,140.0,6.7,22.0
The Prophecy 3: The Ascent,[],Fantasy,103.0,5.5,38.0
Pups,Team Okuyama,Thriller,99.0,6.6,7.0
Cut,Beyond Films,Comedy,82.0,4.5,13.0
Essex Boys,Granada Film Productions,Crime,102.0,5.7,30.0
Picking Up the Pieces,[],Comedy,95.0,4.1,21.0
Badding,[],[],103.0,5.0,4.0
Meeting People Is Easy,[],Music,95.0,7.2,10.0
Cruel Intentions 2,Original Film,Drama,87.0,4.4,99.0
Beautiful Joe,[],Drama,98.0,5.5,6.0
The Underground Comedy Movie,[],Comedy,88.0,2.1,5.0
The Shrink Is In,[],Comedy,87.0,5.8,5.0
Guest House Paradiso,Universal Pictures,Comedy,89.0,6.3,41.0
Swimming,[],Drama,98.0,5.5,2.0
If These Walls Could Talk 2,Team Todd,Romance,96.0,6.3,26.0
The Trumpet Of The Swan,TriStar Pictures,Animation,75.0,5.1,13.0
The 10th Kingdom,[],Adventure,417.0,7.5,51.0
An Extremely Goofy Movie,Walt Disney Television Animation,Animation,79.0,6.0,123.0
The Tracker,Vertigo Productions,Western,90.0,6.6,15.0
Bruiser,Studio Canal,Mystery,99.0,5.4,37.0
Taboo,Creative Entertainment Group,Drama,80.0,2.9,9.0
Mundo grúa,[],Drama,90.0,6.7,3.0
Cremaster 2,[],Drama,79.0,5.8,9.0
The Wog Boy,Third Costa,Comedy,92.0,6.2,5.0
Chasing Sleep,Forensic Films,Horror,104.0,6.4,16.0
The Stepdaughter,[],Horror,92.0,4.7,3.0
Possible Worlds,In Extremis Images,Mystery,93.0,5.8,10.0
Bartleby,[],Comedy,85.0,5.3,8.0
Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D,Jiveass Video,[],96.0,5.3,4.0
Shiner,[],Drama,99.0,5.1,10.0
Batman Beyond: Return of the Joker,DC Comics,Animation,74.0,7.5,152.0
The Nine Lives of Tomas Katz,[],Comedy,87.0,7.7,7.0
For Love or Country: The Arturo Sandoval Story,[],Documentary,0.0,6.3,3.0
Mimic 2,Neo Art & Logic,Horror,82.0,4.8,54.0
Paradise Lost 2: Revelations,Creative Thinking International Ltd.,Documentary,130.0,7.2,26.0
Dark Prince: The True Story of Dracula,[],Horror,92.0,6.2,16.0
Sound and Fury,[],Documentary,80.0,5.4,7.0
The Hole,Cowboy Films,Crime,102.0,6.4,227.0
The Sleeping Dictionary,Fine Line Features,Drama,109.0,6.3,38.0
When Strangers Appear,[],Action,98.0,5.5,12.0
Speaking of Sex,Les Films Alain Sarde,Comedy,97.0,5.9,6.0
Good Advice,[],Comedy,93.0,5.7,24.0
The Mists of Avalon,Wolper Organization,Drama,183.0,6.4,44.0
Purely Belter,[],Comedy,95.0,7.0,7.0
The Quickie,Pandora Filmproduktion,Drama,99.0,4.3,4.0
Is It Fall Yet?,[],Animation,75.0,7.5,23.0
Late Night Shopping,[],Comedy,91.0,6.3,11.0
Uprising,[],TV Movie,177.0,6.3,18.0
61*,61* Productions Inc.,Drama,129.0,6.3,34.0
Long Time Dead,Film Council,Horror,94.0,4.5,30.0
The Laramie Project,Home Box Office (HBO),Crime,95.0,6.0,13.0
Run Ronnie Run,Home Box Office (HBO),Comedy,86.0,5.7,24.0
A Gentleman's Game,[],Drama,112.0,4.2,3.0
Dagon,[],Fantasy,95.0,6.4,79.0
Ripley's Game,Mr. Mudd Production,Crime,110.0,6.6,70.0
Conspiracy,BBC Films,Drama,96.0,6.9,77.0
Jalla! Jalla!,Memfis Film,Comedy,88.0,5.9,32.0
Teknolust,[],Comedy,85.0,4.8,4.0
The Beautiful Country,Nordic Film och TV Fund,Drama,137.0,6.3,10.0
Darkness,Vía Digital,Horror,102.0,5.6,114.0
Mockingbird Don't Sing,[],Drama,98.0,6.1,7.0
Blood: The Last Vampire,Aniplex,Fantasy,48.0,6.6,76.0
Vacuuming Completely Nude in Paradise,[],Comedy,76.0,5.0,8.0
Avenging Angelo,Epsilon Motion Pictures,Action,97.0,5.0,46.0
Southern Comfort,[],Documentary,90.0,7.8,4.0
Blueberry,Ultra Films,Western,124.0,5.0,51.0
The Nugget,B.J. Films,Comedy,89.0,6.5,2.0
Shackleton's Antarctic Adventure,[],Documentary,40.0,5.9,4.0
The Barber,[],Horror,94.0,4.7,9.0
Dirty Deeds,[],Crime,110.0,6.3,9.0
Miranda,Feelgood Films,Comedy,93.0,6.4,5.0
My Little Eye,Universal Pictures,Horror,95.0,5.8,58.0
Kung Phooey,[],Action,87.0,7.0,3.0
Stranded,[],Thriller,95.0,5.8,14.0
Martin & Orloff,[],Comedy,87.0,6.0,4.0
American Psycho 2: All American Girl,Lions Gate Films,Horror,88.0,4.6,81.0
Ali G Indahouse,Universal Pictures,Comedy,85.0,6.0,332.0
Anazapta,Spice Factory,Thriller,115.0,5.8,4.0
Cube 2: Hypercube,Lions Gate Films,Thriller,94.0,5.4,383.0
"Milwaukee, Minnesota",[],Comedy,95.0,4.3,2.0
Secret Passage,Delux Productions,Drama,94.0,3.0,1.0
Stark Raving Mad,[],Action,101.0,6.2,21.0
Emmett's Mark,[],Action,104.0,6.3,7.0
The Lost Battalion,[],History,92.0,6.0,18.0
Carolina,Hollywood Partners,Comedy,97.0,5.5,21.0
Charms For the Easy Life,Millbrook Farm Productions,Drama,111.0,0.0,0.0
Dil Chahta Hai,Excel Entertainment,Drama,183.0,7.1,71.0
The Gathering,Granada Film Productions,Horror,92.0,5.1,39.0
Shot in the Heart,[],Drama,98.0,6.4,6.0
The Warrior,Filmfour,Adventure,86.0,6.3,15.0
Nothing,[],Comedy,90.0,5.8,38.0
Plots with a View,Spice Factory,Comedy,94.0,6.2,30.0
Absolon,GFT Entertainment,Action,96.0,4.3,24.0
Hell House,Mixed Greens Media,Documentary,85.0,6.8,13.0
Fubar,Téléfilm Canada,Comedy,76.0,5.9,16.0
The Rage in Placid Lake,MacGowan Films,Family,89.0,6.7,11.0
Stratosphere Girl,TLA Releasing,Drama,90.0,5.3,6.0
Dead End,Sagittaire Films,Mystery,85.0,6.6,121.0
Pure,A Bad Way Ltd,Drama,96.0,6.6,17.0
Jesus Christ Vampire Hunter,Odessa Filmworks,Action,85.0,3.9,15.0
The Foreigner,Columbia Pictures,Action,96.0,3.7,41.0
Tiptoes,StudioCanal,Comedy,90.0,4.7,21.0
A Sound of Thunder,Epsilon Motion Pictures,Thriller,110.0,4.8,111.0
The Lion King 1½,Walt Disney Pictures,Animation,77.0,6.3,694.0
Live from Baghdad,[],Drama,108.0,6.7,16.0
Planta 4ª,Boca Boca Producciones S.L,Family,100.0,7.1,10.0
Cremaster 3,[],Drama,182.0,6.8,10.0
My House in Umbria,Panorama Films,Drama,103.0,5.6,11.0
Out for a Kill,[],Action,90.0,4.2,38.0
Soldier's Girl,Bachrach/Gottlieb Productions,Drama,112.0,6.9,27.0
Tipping the Velvet,BBC,Drama,178.0,7.3,12.0
Bright Young Things,[],Comedy,106.0,6.1,22.0
Alien Hunter,Sandstorm Films,Science Fiction,100.0,4.7,39.0
Love Object,ContentFilm,Comedy,88.0,5.8,31.0
The Animatrix,Village Roadshow Pictures,Animation,102.0,6.9,433.0
The Brown Bunny,Wild Bunch,Drama,93.0,5.5,63.0
11:14,Firm Films,Crime,86.0,6.8,211.0
Tremors 4: The Legend Begins,Stampede Entertainment,Action,101.0,5.4,108.0
Wondrous Oblivion,[],Drama,106.0,0.0,0.0
Bring It On Again,Universal Pictures,Comedy,90.0,5.3,93.0
And Starring Pancho Villa as Himself,Green Moon Productions,Drama,112.0,5.2,6.0
Iron Jawed Angels,[],Drama,125.0,6.7,21.0
Sniper 2,Sandstorm Films,Action,97.0,5.4,30.0
Stuey,AMV Production,Drama,120.0,10.0,1.0
In Hell,[],Action,96.0,5.6,79.0
Lemony Snicket's A Series of Unfortunate Events,Paramount Pictures,Adventure,108.0,6.7,1521.0
Bukowski - Born into This,[],Documentary,138.0,7.9,15.0
An Injury to One,[],Documentary,53.0,7.0,1.0
El misterio Galíndez,[],Thriller,0.0,5.5,2.0
Country of My Skull,Chartoff Productions,Romance,103.0,7.1,7.0
Unstoppable,Millennium Films,Action,96.0,4.9,28.0
Katedra,[],Science Fiction,6.0,7.4,16.0
Salem's Lot,Warner Bros. Television,Horror,181.0,5.5,54.0
Foolproof,Alliance Atlantis Communications,Action,97.0,6.3,49.0
Belly of the Beast,GFT Entertainment,Action,91.0,4.8,38.0
"Easy Riders, Raging Bulls",[],Documentary,119.0,7.3,14.0
Comic Book: The Movie,Creative Light Entertainment,Action,106.0,6.0,2.0
Trauma,BBC Films,Drama,94.0,5.2,17.0
Down to the Bone,Down to the Bone Productions,Drama,104.0,6.5,11.0
Feux rouges,Gimages,Thriller,105.0,5.3,9.0
GhostWatcher,All American Pictures,Horror,90.0,4.0,3.0
Ginger Snaps Back: The Beginning,Lions Gate Films,Drama,94.0,6.0,54.0
El abrazo partido,[],Drama,99.0,5.9,10.0
Goldfish Memory,Wolfe Releasing,Comedy,85.0,6.2,6.0
The Jacket,Section Eight,Drama,103.0,6.8,459.0
Millions,Mission Pictures,Comedy,98.0,6.3,106.0
The Saddest Music in the World,Rhombus Media,Comedy,100.0,7.9,18.0
Starship Troopers 2: Hero of the Federation,Startroop Pictures Inc.,Adventure,88.0,3.8,176.0
Sex Lives of the Potato Men,Devotion Films,Comedy,82.0,5.1,10.0
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Daft Life Ltd. Co.,Science Fiction,68.0,7.4,79.0
Lucky 7,Lions Gate Entertainments,Romance,112.0,4.9,18.0
Spanglish,Gracie Films,Comedy,130.0,5.8,375.0
Festival Express,[],Documentary,90.0,6.7,7.0
Saints and Soldiers,Excel Entertainment,Action,90.0,6.6,98.0
The Interpreter,Universal Pictures,Crime,128.0,6.2,400.0
Open Water,Plunge Pictures LLC,Drama,79.0,5.3,320.0
Romasanta,Filmax,Action,90.0,5.4,21.0
Touch of Pink,[],Comedy,91.0,5.7,12.0
Slasher,Stick Figure Productions,Documentary,85.0,6.6,5.0
Bobby Jones: Stroke of Genius,Dean River Productions,Drama,120.0,5.5,19.0
Layer Cake,Sony Pictures Classics,Drama,105.0,7.0,565.0
Silver City,[],Comedy,128.0,6.3,13.0
The Agronomist,[],Documentary,90.0,5.6,7.0
Flight of the Phoenix,Twentieth Century Fox Film Corporation,Action,113.0,5.7,282.0
Mean Creek,Whitewater Films,Crime,90.0,6.9,110.0
The Ring Two,DreamWorks,Drama,110.0,5.5,646.0
Un Día Sin Mexicanos,[],Comedy,100.0,5.0,16.0
The Visual Bible: The Gospel of John,Gospel of John Ltd.,Drama,125.0,8.2,12.0
The Corporation,Big Picture Media Corporation,Documentary,145.0,7.6,75.0
Game Over: Kasparov and the Machine,[],Documentary,90.0,6.7,9.0
The Yes Men,[],Comedy,80.0,7.0,28.0
Ae Fond Kiss...,Scottish Screen,Drama,104.0,6.2,21.0
Lost Boys of Sudan,[],Documentary,87.0,7.7,3.0
She Hate Me,40 Acres & A Mule Filmworks,Comedy,138.0,5.1,29.0
In My Father's Den,IFMD Ltd.,Drama,126.0,7.5,26.0
The Football Factory,Vertigo Films,Drama,91.0,6.5,83.0
Something the Lord Made,Nina Saxon Film Design,TV Movie,110.0,7.5,38.0
Metallica: Some Kind of Monster,[],Documentary,141.0,6.7,49.0
Going the Distance,Brightlight Pictures,Comedy,93.0,5.4,20.0
Redemption: The Stan Tookie Williams Story,[],Crime,95.0,5.7,17.0
Born into Brothels,HBO/Cinemax Documentary,Documentary,85.0,6.7,61.0
Dig!,[],Documentary,107.0,7.2,20.0
The Girl from Monday,Possible Films,Action,84.0,3.3,3.0
Riding Giants,[],Documentary,105.0,7.6,23.0
Dear Pillow,[],Drama,84.0,7.0,1.0
Word Wars,E-Wolf,Documentary,80.0,6.1,7.0
Cruel Intentions 3,Columbia TriStar,Drama,85.0,4.3,46.0
What the #$*! Do We (K)now!?,Lord of the Wind,Documentary,109.0,5.8,34.0
A Scanner Darkly,Thousand Words,Animation,100.0,6.8,540.0
Howard Zinn: You Can't Be Neutral on a Moving Train,Moving Train Productions,Documentary,78.0,6.8,7.0
Outfoxed: Rupert Murdoch's War on Journalism,[],Documentary,74.0,6.9,21.0
"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire",[],Documentary,68.0,5.6,5.0
Fahrenhype 9/11,[],Documentary,80.0,3.0,2.0
Jerry Seinfeld: I'm Telling You for the Last Time,[],Comedy,75.0,7.4,18.0
Noel,Code Entertainment,Drama,96.0,5.7,53.0
In Enemy Hands,Splendid Pictures,Action,94.0,6.0,28.0
Dependencia sexual,BoSD Films LLC,Drama,104.0,5.3,3.0
Falstaff,Internacional Films Espagnol,Comedy,115.0,6.8,37.0
Million Dollar Baby,Lakeshore Entertainment,Drama,132.0,7.7,2519.0
The Narrow Margin,RKO Radio Pictures,Action,71.0,7.3,32.0
Hell Is for Heroes,Paramount Pictures,Action,90.0,6.5,34.0
Vincent & Theo,[],Drama,138.0,6.3,15.0
Some Came Running,Metro-Goldwyn-Mayer (MGM),Drama,137.0,6.1,19.0
Hotel Rwanda,Lions Gate Films,Drama,121.0,7.5,805.0
Born to Dance,Metro-Goldwyn-Mayer (MGM),Comedy,106.0,8.0,1.0
Travels with My Aunt,Metro-Goldwyn-Mayer (MGM),Comedy,109.0,6.3,8.0
Hellraiser: Inferno,Miramax Films,Crime,99.0,5.3,101.0
Charlie and the Chocolate Factory,Village Roadshow Pictures,Adventure,115.0,6.7,3759.0
Auggie Rose,[],Drama,109.0,6.5,4.0
The Wrong Box,Salamander Film Productions,Crime,105.0,5.6,14.0
It  Happens Every Spring,Twentieth Century Fox Film Corporation,Comedy,87.0,6.5,4.0
The Life Aquatic with Steve Zissou,Touchstone Pictures,Adventure,119.0,7.1,781.0
The Aviator,Miramax Films,Drama,170.0,7.0,1526.0
The Phantom of the Opera,Odyssey Entertainment,Music,143.0,7.0,448.0
Beyond the Sea,Lionsgate,Drama,118.0,6.5,55.0
The Woodsman,Lee Daniels Entertainment,Drama,87.0,6.9,106.0
In Good Company,Depth of Field,Comedy,109.0,5.9,198.0
Meet the Fockers,DreamWorks SKG,Comedy,115.0,6.1,1412.0
The Assassination of Richard Nixon,Monsoon Pictures,Drama,95.0,6.4,83.0
A Love Song for Bobby Long,Yari Film Group,Drama,119.0,6.8,97.0
The Merchant of Venice,Movision,Drama,138.0,6.7,147.0
Captain Kidd,Benedict Bogeaus Production,Action,90.0,5.9,6.0
Hold That Ghost,Universal Pictures,Comedy,86.0,7.1,17.0
Fat Albert,Twentieth Century Fox Film Corporation,Comedy,93.0,4.3,69.0
In the Realms of the Unreal,Diorama Films,Documentary,81.0,7.5,14.0
White Noise,Universal Pictures,Drama,101.0,5.6,267.0
Underclassman,Miramax Films,Action,95.0,5.5,29.0
The Upside of Anger,New Line Cinema,Comedy,118.0,6.4,74.0
Bomb the System,[],Drama,93.0,7.5,6.0
Arrowhead,Paramount Pictures,Action,105.0,5.7,9.0
The Grateful Dead,Electrascope,Music,132.0,7.8,8.0
Last Train from Gun Hill,Paramount Pictures,Action,98.0,6.9,34.0
The Naked Jungle,Paramount Pictures,Action,95.0,6.4,23.0
Who's the Caboose?,Pilot Season Productions,Comedy,94.0,6.8,2.0
A Handful of Dust,[],Romance,118.0,5.9,6.0
The Pickle,Columbia Pictures,Comedy,103.0,4.8,4.0
Wetherby,Zenith Entertainment,Mystery,102.0,5.1,9.0
Little Miss Marker,Universal Pictures,Comedy,103.0,6.0,10.0
Little Miss Marker,Paramount Pictures,Drama,80.0,6.0,7.0
Sweet Liberty,[],Comedy,106.0,5.7,9.0
It's All True,[],Documentary,89.0,7.5,4.0
The Phantom of the Opera,Beta Film,Drama,168.0,5.0,3.0
I Remember Mama,RKO Radio Pictures,Drama,134.0,6.8,15.0
The Last Horror Movie,Prolific Films,Horror,76.0,5.3,11.0
Testament,Paramount Pictures,Action,90.0,6.3,29.0
Smooth Talk,Goldcrest Films International,Drama,92.0,5.6,15.0
Distant Thunder,Paramount Pictures,Drama,114.0,7.5,3.0
Hell's Angels,The Caddo Company,Action,127.0,6.1,19.0
Daddy's Dyin'... Who's Got the Will?,Metro-Goldwyn-Mayer (MGM),Comedy,95.0,5.7,3.0
Jinxed!,United Artists,Comedy,103.0,4.7,3.0
Out Cold,Hemdale,Comedy,88.0,6.0,1.0
Heart of America,[],Drama,87.0,4.7,7.0
A Show of Force,Paramount Pictures,Crime,95.0,3.7,3.0
Kaijūtō no Kessen: Gojira no Musuko,[],Science Fiction,86.0,5.2,19.0
Man Trouble,American Filmworks,Comedy,100.0,4.7,11.0
Stander,[],Action,116.0,6.1,27.0
Hester Street,Midwest Films,Drama,90.0,5.6,7.0
Mikey and Nicky,Paramount Pictures,Drama,119.0,6.9,9.0
The Bigamist,The Filmakers,Drama,80.0,6.9,11.0
Imaginary Heroes,Signature Pictures,Comedy,111.0,6.3,29.0
Sergeant York,Warner Bros.,Action,134.0,7.1,47.0
Deathwatch,Portobello Pictures,Drama,94.0,5.9,59.0
Wizards,Twentieth Century Fox Film Corporation,Animation,80.0,6.4,42.0
Heartlands,[],Drama,0.0,6.3,8.0
Abbott and Costello Meet the Invisible Man,Universal Pictures International (UPI),Comedy,82.0,7.1,18.0
Abbott and Costello Go to Mars,Universal International Pictures (UI),Comedy,77.0,5.6,16.0
"Abbott and Costello Meet the Killer, Boris Karloff",Universal Studios,Comedy,84.0,7.1,14.0
The Life and Death of Peter Sellers,BBC Films,Drama,122.0,6.6,47.0
The Badge,Propaganda Films,Crime,99.0,6.1,10.0
Puddle Cruiser,[],Comedy,102.0,5.8,12.0
The Stickup,[],Action,0.0,5.0,4.0
Elektra,Twentieth Century Fox Film Corporation,Action,97.0,4.9,590.0
Racing Stripes,Alcon Entertainment,Comedy,102.0,5.1,127.0
Coach Carter,Paramount Pictures,Drama,136.0,7.3,510.0
The Fighting Sullivans,Twentieth Century Fox Film Corporation,Drama,112.0,5.5,5.0
Iceman,Universal Pictures,Science Fiction,100.0,5.9,32.0
Ice Station Zebra,Filmways Pictures,Action,148.0,6.2,51.0
Boys Town,Metro-Goldwyn-Mayer (MGM),Drama,96.0,6.6,25.0
Shivers,Canadian Film Development Corporation (CFDC),Horror,87.0,6.3,127.0
A Star Is Born,Barwood Films,Drama,139.0,5.7,22.0
Beastmaster 2: Through the Portal of Time,Les Films 21,Action,107.0,4.6,17.0
Gold Diggers of 1935,First National Pictures,Music,98.0,6.6,11.0
The Mortal Storm,Metro-Goldwyn-Mayer (MGM),Drama,100.0,7.1,15.0
Once Upon a Honeymoon,RKO Radio Pictures,Comedy,117.0,5.6,12.0
Christmas in July,Paramount Pictures,Comedy,67.0,6.7,17.0
I Married a Witch,United Artists,Comedy,77.0,6.8,38.0
The Mayor of Hell,Warner Bros.,Crime,90.0,6.6,8.0
The Miracle Woman,Columbia Pictures,Drama,90.0,6.6,11.0
This Girl's Life,Departure Entertainment,Drama,104.0,5.1,14.0
The Chase,Twentieth Century Fox Film Corporation,Comedy,89.0,5.6,89.0
Hobson's Choice,London Film Productions,Comedy,107.0,6.7,31.0
